time,open,high,low,close,Volume
2022-12-19T01:00:00+01:00,1182.5,1183.1,1182.45,1182.5,1871.65
2022-12-19T01:05:00+01:00,1182.5,1182.9,1181.35,1182.6,3669.31
2022-12-19T01:10:00+01:00,1182.6,1186.1,1182.6,1185.3,6792.08
2022-12-19T01:15:00+01:00,1185.3,1186.25,1184.35,1186.15,2287.35
2022-12-19T01:20:00+01:00,1186.15,1188.8,1186.15,1188.55,3974.38
2022-12-19T01:25:00+01:00,1188.55,1191.3,1188.55,1191.3,3218.61
2022-12-19T01:30:00+01:00,1191.3,1194.75,1190.35,1191.15,9366.65
2022-12-19T01:35:00+01:00,1191.15,1191.15,1188.25,1189.7,4109.49
2022-12-19T01:40:00+01:00,1189.7,1189.75,1188.1,1188.45,1176.03
2022-12-19T01:45:00+01:00,1188.45,1188.6,1187.45,1187.45,1571.53
2022-12-19T01:50:00+01:00,1187.45,1190.45,1187.4,1190.05,1814.4
2022-12-19T01:55:00+01:00,1190.05,1190.35,1188.25,1188.45,1230.45
2022-12-19T02:00:00+01:00,1188.45,1189.2,1188.1,1188.2,564.08
2022-12-19T02:05:00+01:00,1188.2,1188.6,1186.9,1186.95,2574.65
2022-12-19T02:10:00+01:00,1186.95,1187.5,1185.85,1186.85,1283.47
2022-12-19T02:15:00+01:00,1186.85,1191.7,1186.85,1191.05,2849.94
2022-12-19T02:20:00+01:00,1191.05,1192.5,1190.15,1192.5,2647.43
2022-12-19T02:25:00+01:00,1192.5,1193.85,1190.4,1191.2,2738.04
2022-12-19T02:30:00+01:00,1191.2,1192.8,1191.15,1192.15,501.47
2022-12-19T02:35:00+01:00,1192.15,1192.2,1190.8,1191.1,562.16
2022-12-19T02:40:00+01:00,1191.1,1191.1,1189.4,1190.3,1779.69
2022-12-19T02:45:00+01:00,1190.3,1190.7,1190.1,1190.65,1408.62
2022-12-19T02:50:00+01:00,1190.65,1190.65,1188.7,1189.15,927.85
2022-12-19T02:55:00+01:00,1189.15,1189.75,1189,1189.6,679.58
2022-12-19T03:00:00+01:00,1189.6,1189.9,1189.1,1189.9,790.88
2022-12-19T03:05:00+01:00,1189.9,1189.9,1187.25,1187.55,3017.81
2022-12-19T03:10:00+01:00,1187.55,1187.65,1186.7,1187.05,2583.36
2022-12-19T03:15:00+01:00,1187.05,1187.7,1187,1187.4,1574.64
2022-12-19T03:20:00+01:00,1187.4,1187.45,1187.35,1187.4,710.83
2022-12-19T03:25:00+01:00,1187.4,1187.4,1184.25,1184.9,6870.8
2022-12-19T03:30:00+01:00,1184.9,1185.4,1183.05,1183.05,6137.28
2022-12-19T03:35:00+01:00,1183.05,1184.2,1181.15,1182.3,7296.76
2022-12-19T03:40:00+01:00,1182.3,1183.75,1181.1,1183.6,2165.42
2022-12-19T03:45:00+01:00,1183.6,1184.95,1183.05,1184.6,2050.41
2022-12-19T03:50:00+01:00,1184.6,1184.9,1183.75,1183.9,695.28
2022-12-19T03:55:00+01:00,1183.9,1184.5,1182.6,1182.85,822.47
2022-12-19T04:00:00+01:00,1182.85,1183.5,1178.75,1179.55,7418.61
2022-12-19T04:05:00+01:00,1179.55,1179.6,1176,1177.75,11124.96
2022-12-19T04:10:00+01:00,1177.75,1179.5,1176.9,1179,2076.91
2022-12-19T04:15:00+01:00,1179,1179.6,1177.35,1179.6,1620.21
2022-12-19T04:20:00+01:00,1179.6,1180,1179.3,1179.3,833.23
2022-12-19T04:25:00+01:00,1179.3,1179.9,1179.3,1179.9,440.91
2022-12-19T04:30:00+01:00,1179.9,1180.4,1179.5,1180,770.04
2022-12-19T04:35:00+01:00,1180,1180,1177.75,1177.85,1728.98
2022-12-19T04:40:00+01:00,1177.85,1177.9,1174.3,1176.6,5198.48
2022-12-19T04:45:00+01:00,1176.6,1177.9,1173.15,1176.35,4887.49
2022-12-19T04:50:00+01:00,1176.35,1178,1176.05,1178,1809.12
2022-12-19T04:55:00+01:00,1178,1179,1177.95,1178.6,1398.28
2022-12-19T05:00:00+01:00,1178.6,1179.15,1178.1,1179.15,1599.03
2022-12-19T05:05:00+01:00,1179.15,1179.4,1179.1,1179.4,509.4
2022-12-19T05:10:00+01:00,1179.4,1179.65,1179.3,1179.3,1091.74
2022-12-19T05:15:00+01:00,1179.3,1179.7,1178.55,1178.8,884.38
2022-12-19T05:20:00+01:00,1178.8,1182.7,1178.8,1182.45,4611.48
2022-12-19T05:25:00+01:00,1182.45,1182.5,1182.15,1182.5,857.26
2022-12-19T05:30:00+01:00,1182.5,1182.5,1182,1182.1,1200.31
2022-12-19T05:35:00+01:00,1182.1,1182.15,1180.75,1181.8,934.31
2022-12-19T05:40:00+01:00,1181.8,1182.15,1181.65,1182.1,1371.57
2022-12-19T05:45:00+01:00,1182.1,1183.6,1182.1,1182.9,1734.92
2022-12-19T05:50:00+01:00,1182.9,1183,1181.9,1181.95,569.78
2022-12-19T05:55:00+01:00,1181.95,1181.95,1181.05,1181.3,635.8
2022-12-19T06:00:00+01:00,1181.3,1181.9,1181.3,1181.5,661.72
2022-12-19T06:05:00+01:00,1181.5,1181.5,1180.85,1181,479.4
2022-12-19T06:10:00+01:00,1181,1181.4,1180.2,1180.25,1589.6
2022-12-19T06:15:00+01:00,1180.25,1180.45,1178.1,1178.45,1486.15
2022-12-19T06:20:00+01:00,1178.45,1179.3,1178.45,1179.15,1243.27
2022-12-19T06:25:00+01:00,1179.15,1181.2,1179.1,1180.95,1741.62
2022-12-19T06:30:00+01:00,1180.95,1182.3,1179.25,1179.25,1499.19
2022-12-19T06:35:00+01:00,1179.25,1179.6,1178.3,1179.25,1470.91
2022-12-19T06:40:00+01:00,1179.25,1179.3,1177,1177.85,1284.01
2022-12-19T06:45:00+01:00,1177.85,1179.8,1177.5,1179.65,1330.6
2022-12-19T06:50:00+01:00,1179.65,1179.65,1177.6,1177.6,394.18
2022-12-19T06:55:00+01:00,1177.6,1178,1177.4,1177.95,1257.33
2022-12-19T07:00:00+01:00,1177.95,1179.35,1177.35,1179.2,1710.88
2022-12-19T07:05:00+01:00,1179.2,1180.4,1178.7,1178.7,932.5
2022-12-19T07:10:00+01:00,1178.7,1180.15,1178.7,1179.85,463.16
2022-12-19T07:15:00+01:00,1179.85,1180.2,1179,1179.4,327.55
2022-12-19T07:20:00+01:00,1179.4,1179.45,1178.5,1178.5,223.79
2022-12-19T07:25:00+01:00,1178.5,1179.45,1178.5,1179.45,414.7
2022-12-19T07:30:00+01:00,1179.45,1179.5,1179.1,1179.1,2038.23
2022-12-19T07:35:00+01:00,1179.1,1181.5,1179.1,1179.85,1027.89
2022-12-19T07:40:00+01:00,1179.85,1180.4,1177.9,1179.2,1146.76
2022-12-19T07:45:00+01:00,1179.2,1180.4,1179.2,1180.3,689.1
2022-12-19T07:50:00+01:00,1180.3,1181.9,1179.6,1180.4,752.82
2022-12-19T07:55:00+01:00,1180.4,1182.05,1180.4,1181.55,1516.18
2022-12-19T08:00:00+01:00,1181.55,1181.9,1181.15,1181.65,1474
2022-12-19T08:05:00+01:00,1181.65,1181.95,1181.25,1181.5,608.98
2022-12-19T08:10:00+01:00,1181.5,1181.55,1180.75,1180.95,644.61
2022-12-19T08:15:00+01:00,1180.95,1180.95,1180.5,1180.5,408.42
2022-12-19T08:20:00+01:00,1180.5,1180.85,1180.1,1180.75,450.48
2022-12-19T08:25:00+01:00,1180.75,1181.35,1180.15,1180.85,1187.45
2022-12-19T08:30:00+01:00,1180.85,1180.85,1178.85,1179.45,1194.24
2022-12-19T08:35:00+01:00,1179.45,1179.5,1178.45,1178.45,766.04
2022-12-19T08:40:00+01:00,1178.45,1180,1178.45,1178.85,1749.99
2022-12-19T08:45:00+01:00,1178.85,1179.05,1178.1,1178.25,1027.59
2022-12-19T08:50:00+01:00,1178.25,1179,1177.15,1177.95,2276.66
